0	-nan	-nan	-nan	
6.53005	1.95347	0.248646	0.0147651	
6.54005	1.95497	0.247331	0.0135931	
6.55006	1.95671	0.246555	0.0125777	
6.56006	1.95901	0.246726	0.0118205	
6.57006	1.9616	0.247063	0.011124	
6.58006	1.96439	0.247473	0.0104685	
6.59006	1.96729	0.247844	0.0098099	
6.60006	1.97033	0.248243	0.0091733	
6.61006	1.97346	0.248678	0.00856916	
6.62006	1.97667	0.24915	0.00799999	
6.63006	1.97993	0.249666	0.00747234	
6.64006	1.98321	0.250312	0.00704111	
6.65006	1.98647	0.25109	0.00671131	
6.66006	1.98973	0.251925	0.0064223	
6.67006	1.99299	0.252868	0.00621265	
6.68006	1.99624	0.253921	0.00608643	
6.69006	1.99947	0.255113	0.00605864	
6.70006	2.00267	0.256452	0.00613351	
6.71006	2.00583	0.257952	0.0063009	
6.72006	2.00895	0.259573	0.00656189	
6.73006	2.01205	0.261279	0.00688963	
6.74006	2.01512	0.263026	0.00725479	
6.75006	2.01817	0.264843	0.00766896	
6.76006	2.02121	0.266713	0.00812404	
6.77006	2.02423	0.268606	0.00859839	
6.78006	2.02725	0.270502	0.00905998	
6.79006	2.0303	0.272409	0.00950803	
6.80006	2.03337	0.274245	0.00992687	
6.81006	2.03634	0.275746	0.0105441	
6.82006	2.03859	0.275457	0.0125327	
6.83006	2.04075	0.273707	0.0150471	
6.84006	2.04279	0.270525	0.0179955	
6.85006	2.0452	0.267999	0.0202164	
6.86006	2.04801	0.265659	0.0218206	
6.87006	2.05118	0.263404	0.0228117	
6.88006	2.05475	0.261323	0.0230484	
6.89006	2.05855	0.258824	0.0228685	
6.90006	2.06276	0.256231	0.021886	
6.91006	2.06733	0.253499	0.0203902	
6.92006	2.07153	0.252174	0.0193701	
6.93006	2.07487	0.253311	0.0193202	
6.94006	2.07797	0.254376	0.0191854	
6.95006	2.08081	0.255286	0.0189121	
6.96006	2.08352	0.25612	0.018546	
6.97006	2.08626	0.256798	0.0179983	
6.98006	2.0889	0.257437	0.0173581	
6.99007	2.09143	0.25806	0.0166359	
7.00007	2.09389	0.258664	0.0158429	
7.01007	2.0962	0.259268	0.0149517	
7.02007	2.0984	0.259869	0.0139657	
7.03007	2.10048	0.26044	0.0129324	
7.04007	2.10247	0.260951	0.0119446	
7.05007	2.10447	0.261305	0.0110545	
7.06007	2.1065	0.260968	0.009962	
7.07007	2.10862	0.259875	0.00868027	
7.08007	2.11082	0.258007	0.00721418	
7.09007	2.11287	0.25907	0.0069987	
7.10007	2.11464	0.260094	0.00684534	
7.11007	2.11635	0.260426	0.00665567	
7.12007	2.11808	0.260381	0.00648792	
7.13007	2.1198	0.260106	0.0063353	
7.14007	2.12154	0.259625	0.00619136	
7.15007	2.12328	0.258967	0.0060572	
7.16007	2.125	0.258162	0.00593331	
7.17007	2.12724	0.258277	0.0056906	
7.18007	2.12965	0.258658	0.00540257	
7.19007	2.13217	0.259272	0.00500522	
7.20007	2.13473	0.259843	0.00438192	
7.21007	2.13723	0.260395	0.00357866	
7.22007	2.13975	0.260967	0.00270714	
7.23007	2.14234	0.261557	0.00177232	
7.24007	2.14499	0.262151	0.000778926	
7.25007	2.14773	0.262755	-0.000274541	
7.26007	2.15053	0.263377	-0.00138877	
7.27007	2.15337	0.264024	-0.00256356	
7.28007	2.15625	0.264784	-0.00376645	
7.29007	2.15897	0.264977	-0.00511172	
7.30007	2.16183	0.265789	-0.00641216	
7.31007	2.1647	0.266637	-0.00778852	
7.32007	2.16754	0.267376	-0.00924801	
7.33007	2.17037	0.267946	-0.0107613	
7.34007	2.17326	0.26847	-0.0123038	
7.35007	2.17624	0.269181	-0.0138365	
7.36007	2.17927	0.270012	-0.0153329	
7.37007	2.18235	0.270967	-0.0167524	
7.38007	2.1855	0.272031	-0.0181077	
7.39007	2.18875	0.273215	-0.0193848	
7.40007	2.19209	0.274467	-0.0205823	
7.41007	2.19542	0.275678	-0.0218283	
7.42007	2.19876	0.276841	-0.0231492	
7.43008	2.20213	0.277919	-0.0245387	
7.44008	2.20553	0.278903	-0.0259364	
7.45008	2.20892	0.279436	-0.0273177	
7.46008	2.21253	0.279757	-0.0285824	
7.47008	2.21635	0.279897	-0.0297348	
7.48008	2.22028	0.279819	-0.0308006	
7.49008	2.22431	0.279516	-0.0317844	
7.50008	2.22844	0.278913	-0.0326872	
7.51008	2.23271	0.277993	-0.0334812	
7.52008	2.2371	0.276676	-0.0342431	
7.53008	2.24149	0.274261	-0.0350651	
7.54008	2.24592	0.27044	-0.0360042	
7.55008	2.25035	0.26519	-0.0370516	
7.56008	2.2548	0.258509	-0.0381922	
7.57008	2.25923	0.25038	-0.0394019	
7.58008	2.26448	0.245486	-0.0391935	
7.59008	2.26881	0.246067	-0.0393966	
7.60008	2.27215	0.249099	-0.0389579	
7.61008	2.27504	0.252809	-0.0388669	
7.62008	2.2779	0.255479	-0.0388399	
7.63008	2.28064	0.257447	-0.0390727	
7.64008	2.28334	0.259012	-0.0396175	
7.65008	2.28605	0.260351	-0.0402072	
7.66008	2.28873	0.26155	-0.0407421	
7.67008	2.29121	0.262698	-0.041268	
7.68008	2.29371	0.263496	-0.0417956	
7.69008	2.29641	0.263481	-0.0423863	
7.70008	2.29888	0.263992	-0.0431262	
7.71008	2.30093	0.26498	-0.0439931	
7.72008	2.30299	0.265575	-0.044905	
7.73008	2.30505	0.265881	-0.0458267	
7.74008	2.30713	0.265733	-0.0468064	
7.75008	2.30938	0.26468	-0.0479222	
7.76008	2.31159	0.263438	-0.0492792	
7.77008	2.31337	0.263851	-0.0507599	
7.78008	2.31511	0.26422	-0.051973	
7.79008	2.31721	0.264901	-0.0529579	
7.80008	2.31951	0.265482	-0.0538804	
7.81008	2.32201	0.266028	-0.0547674	
7.82008	2.32467	0.266608	-0.0556301	
7.83008	2.32748	0.26718	-0.0564504	
7.84008	2.3304	0.267759	-0.0572362	
7.85008	2.33343	0.268378	-0.0580015	
7.86009	2.3366	0.269036	-0.058745	
7.87009	2.33984	0.269735	-0.0594524	
7.88009	2.34313	0.270483	-0.0601172	
7.89009	2.34645	0.271296	-0.0607168	
7.90009	2.34978	0.272192	-0.0612541	
7.91009	2.35312	0.273169	-0.0617375	
7.92009	2.35656	0.274227	-0.0621858	
7.93009	2.35997	0.275344	-0.0626673	
7.94009	2.36341	0.276433	-0.0630736	
7.95009	2.36691	0.277596	-0.0634998	
7.96009	2.37042	0.27882	-0.0639539	
7.97009	2.37393	0.280086	-0.0644455	
7.98009	2.37746	0.281358	-0.0649418	
7.99009	2.38102	0.282667	-0.0654836	
8.00009	2.38457	0.284037	-0.0660929	
8.01009	2.3881	0.285428	-0.0667315	
8.02009	2.39162	0.286817	-0.067375	
8.03009	2.39514	0.288169	-0.0680168	
8.04009	2.39873	0.289298	-0.0685488	
8.05009	2.40231	0.290537	-0.0690926	
8.06009	2.4059	0.291395	-0.0695948	
8.07009	2.4096	0.292109	-0.0702007	
8.08009	2.41337	0.292458	-0.070891	
8.09009	2.41723	0.291537	-0.0715034	
8.10009	2.42108	0.290125	-0.0723773	
8.11009	2.42475	0.291346	-0.0741857	
8.12009	2.42851	0.291984	-0.0758993	
8.13009	2.43242	0.291833	-0.0775473	
8.14009	2.43649	0.290439	-0.0790911	
8.15009	2.44075	0.28766	-0.0804969	
8.16009	2.44519	0.283491	-0.0817798	
8.17009	2.4498	0.277918	-0.0829568	
8.18009	2.45455	0.270929	-0.0840371	
8.19009	2.4588	0.265306	-0.0861711	
8.20009	2.46328	0.263291	-0.089257	
8.21009	2.46793	0.260201	-0.0921433	
8.22009	2.47268	0.255723	-0.0949319	
8.23009	2.47751	0.249844	-0.097632	
8.24009	2.48238	0.24255	-0.100257	
8.25009	2.48691	0.233917	-0.102173	
8.26009	2.49037	0.227639	-0.103869	
8.27009	2.4923	0.229744	-0.105982	
8.28009	2.49384	0.234828	-0.108189	
8.29009	2.49536	0.238705	-0.110334	
8.30009	2.49704	0.241074	-0.112383	
8.31009	2.4988	0.241959	-0.114397	
8.3201	2.50066	0.241358	-0.116376	
8.3301	2.50272	0.239656	-0.118096	
8.3401	2.50489	0.240609	-0.119596	
8.3501	2.50718	0.242416	-0.120759	
8.3601	2.50957	0.243374	-0.12166	
8.3701	2.51201	0.243828	-0.12226	
8.3801	2.51445	0.244267	-0.122235	
8.3901	2.51691	0.244644	-0.121799	
8.4001	2.51951	0.244995	-0.121483	
8.4101	2.52222	0.245378	-0.121313	
8.4201	2.52504	0.245661	-0.12132	
8.4301	2.52802	0.246079	-0.121408	
8.4401	2.53101	0.246639	-0.121637	
8.4501	2.534	0.24732	-0.122002	
8.4601	2.53699	0.24812	-0.122481	
8.4701	2.53997	0.24905	-0.123064	
8.4801	2.54291	0.250127	-0.123753	
8.4901	2.54578	0.251385	-0.124527	
8.5001	2.5486	0.252821	-0.1254	
8.5101	2.55145	0.253697	-0.126407	
8.5201	2.55429	0.253096	-0.12766	
8.5301	2.55724	0.251866	-0.129074	
8.5401	2.56065	0.25116	-0.130329	
8.5501	2.56434	0.250787	-0.131434	
8.5601	2.56831	0.250682	-0.132281	
8.5701	2.57238	0.250803	-0.133012	
8.5801	2.57634	0.251063	-0.133795	
8.5901	2.58021	0.251448	-0.134631	
8.6001	2.584	0.25196	-0.135505	
8.6101	2.58778	0.252517	-0.136434	
8.6201	2.59152	0.253013	-0.137343	
8.6301	2.59522	0.253516	-0.138268	
8.6401	2.59891	0.254045	-0.139183	
8.6501	2.60257	0.254562	-0.140093	
8.6601	2.60624	0.255033	-0.140991	
8.6701	2.60992	0.255427	-0.141873	
8.6801	2.61363	0.255711	-0.142732	
8.6901	2.61737	0.255858	-0.143562	
8.7001	2.62116	0.255837	-0.144353	
8.7101	2.62501	0.25563	-0.145098	
8.7201	2.62893	0.255211	-0.145797	
8.7301	2.63293	0.254572	-0.146448	
8.7401	2.63701	0.25367	-0.147044	
8.7501	2.64119	0.252434	-0.147577	
8.76011	2.64533	0.251317	-0.147871	
8.77011	2.64869	0.252152	-0.147639	
8.78011	2.65164	0.252975	-0.147477	
8.79011	2.65425	0.253714	-0.147588	
8.80011	2.6572	0.254418	-0.148422	
8.81011	2.66035	0.25478	-0.149241	
8.82011	2.6636	0.254932	-0.149931	
8.83011	2.66662	0.255456	-0.150594	
8.84011	2.6697	0.255771	-0.151159	
8.85011	2.67271	0.256127	-0.151634	
8.86011	2.67569	0.25649	-0.152038	
8.87011	2.67862	0.256866	-0.152366	
8.88011	2.68152	0.257212	-0.152637	
8.89011	2.68439	0.257596	-0.152839	
8.90011	2.68723	0.258008	-0.153036	
8.91011	2.69004	0.258452	-0.153231	
8.92011	2.69262	0.25897	-0.15347	
8.93011	2.69521	0.259209	-0.153709	
8.94011	2.69766	0.259606	-0.154135	
8.95011	2.69997	0.259927	-0.154628	
8.96011	2.70221	0.260101	-0.155187	
8.97011	2.70443	0.260124	-0.155881	
8.98011	2.70661	0.260017	-0.156678	
8.99011	2.70873	0.259809	-0.157479	
9.00011	2.71075	0.259523	-0.158259	
9.01011	2.71257	0.259129	-0.159028	
9.02011	2.71426	0.258725	-0.159855	
9.03011	2.71649	0.259069	-0.160809	
9.04011	2.71873	0.259844	-0.161838	
9.05011	2.72113	0.260245	-0.162813	
9.06011	2.72365	0.260801	-0.163754	
9.07011	2.7263	0.261344	-0.164621	
9.08011	2.72914	0.261801	-0.165496	
9.09011	2.73223	0.262454	-0.166274	
9.10011	2.7354	0.262507	-0.167249	
9.11011	2.73877	0.26291	-0.168056	
9.12011	2.74235	0.264103	-0.168744	
9.13011	2.74599	0.265089	-0.169396	
9.14011	2.74966	0.266292	-0.170042	
9.15011	2.75333	0.267408	-0.170673	
9.16011	2.75697	0.268701	-0.171308	
9.17011	2.76057	0.269875	-0.171908	
9.18011	2.76419	0.271231	-0.17247	
9.19011	2.76786	0.272768	-0.172967	
9.20012	2.77152	0.274064	-0.173439	
9.21012	2.77514	0.275533	-0.173928	
9.22012	2.77877	0.276881	-0.174442	
9.23012	2.78241	0.277765	-0.174977	
9.24012	2.78625	0.278998	-0.175459	
9.25012	2.79014	0.280279	-0.176005	
9.26012	2.79398	0.280677	-0.176373	
9.27012	2.79782	0.279657	-0.176623	
9.28012	2.80187	0.277372	-0.176635	
9.29012	2.80601	0.273639	-0.176122	
9.30012	2.8103	0.268567	-0.175193	
9.31012	2.81427	0.266091	-0.175302	
9.32012	2.81814	0.266275	-0.176724	
9.33012	2.82213	0.265446	-0.178053	
9.34012	2.82625	0.263291	-0.17926	
9.35012	2.8305	0.259791	-0.180371	
9.36012	2.83486	0.254937	-0.18139	
9.37012	2.83901	0.253414	-0.184658	
9.38012	2.8432	0.254138	-0.18905	
9.39012	2.84745	0.25531	-0.193962	
9.40012	2.85181	0.25513	-0.198785	
9.41012	2.85628	0.253588	-0.20353	
9.42012	2.86045	0.252328	-0.208369	
9.43012	2.8643	0.251173	-0.213343	
9.44012	2.86803	0.249217	-0.21831	
9.45012	2.87139	0.246828	-0.223309	
9.46012	2.87344	0.24713	-0.227607	
9.47012	2.87494	0.248556	-0.23161	
9.48012	2.87614	0.249714	-0.235441	
9.49012	2.87708	0.250547	-0.239109	
9.50012	2.87866	0.251404	-0.242	
9.51012	2.88067	0.251924	-0.244374	
9.52012	2.88261	0.252537	-0.246426	
9.53012	2.88464	0.253142	-0.248121	
9.54012	2.88678	0.253693	-0.249437	
9.55012	2.88898	0.254209	-0.250384	
9.56012	2.8912	0.254585	-0.251208	
9.57012	2.89347	0.254828	-0.25194	
9.58012	2.8959	0.254908	-0.25259	
9.59012	2.89847	0.254864	-0.253195	
9.60012	2.90111	0.254695	-0.253757	
9.61012	2.90381	0.25441	-0.254285	
9.62012	2.90643	0.254078	-0.254761	
9.63013	2.90911	0.2536	-0.255185	
9.64013	2.91193	0.252903	-0.255545	
9.65013	2.91472	0.25203	-0.25577	
9.66013	2.9175	0.250928	-0.255824	
9.67013	2.9203	0.250993	-0.256059	
9.68013	2.92311	0.251443	-0.256443	
9.69013	2.9259	0.251811	-0.256989	
9.70013	2.92868	0.252106	-0.25771	
9.71013	2.93142	0.252359	-0.258606	
9.72013	2.93411	0.252587	-0.259664	
9.73013	2.93677	0.252802	-0.260879	
9.74013	2.93939	0.253008	-0.262236	
9.75013	2.94199	0.253272	-0.263709	
9.76013	2.94466	0.253796	-0.26517	
9.77013	2.9472	0.253432	-0.266794	
9.78013	2.94965	0.252458	-0.268557	
9.79013	2.95219	0.25354	-0.270143	
9.80013	2.9547	0.254659	-0.271835	
9.81013	2.95719	0.255744	-0.273619	
9.82013	2.95957	0.256735	-0.275501	
9.83013	2.96171	0.257062	-0.277646	
9.84013	2.96399	0.257393	-0.279791	
9.85013	2.96649	0.257991	-0.28186	
9.86013	2.96902	0.258106	-0.283992	
9.87013	2.97141	0.25735	-0.286198	
9.88013	2.97411	0.257959	-0.288281	
9.89013	2.97695	0.258582	-0.290388	
9.90013	2.97994	0.259146	-0.292433	
9.91013	2.98312	0.259739	-0.294383	
9.92013	2.98647	0.260355	-0.296237	
9.93013	2.98994	0.260939	-0.298014	
9.94013	2.99344	0.261423	-0.29975	
9.95013	2.997	0.261751	-0.301426	
9.96013	3.0006	0.261949	-0.303039	
9.97013	3.00425	0.261999	-0.304583	
9.98013	3.00797	0.26188	-0.30605	
9.99013	3.01175	0.261573	-0.307435	
10.0001	3.01561	0.261053	-0.30873	
10.0101	3.01956	0.260299	-0.309929	
10.0201	3.0236	0.259287	-0.311031	
10.0301	3.02773	0.257993	-0.312027	
10.0401	3.03199	0.256343	-0.312911	
10.0501	3.0364	0.254275	-0.313683	
10.0601	3.04089	0.251737	-0.314402	
10.0701	3.04555	0.248735	-0.315063	
10.0801	3.05032	0.245217	-0.315685	
10.0901	3.05519	0.241149	-0.316269	
10.1001	3.05945	0.238844	-0.317066	
10.1101	3.0625	0.239546	-0.318025	
10.1201	3.06522	0.240246	-0.31883	
10.1301	3.06768	0.240871	-0.319404	
10.1401	3.06989	0.241444	-0.319715	
10.1501	3.07197	0.242081	-0.319934	
10.1601	3.07446	0.242605	-0.320477	
10.1701	3.0769	0.242939	-0.321172	
10.1801	3.07921	0.243316	-0.321979	
10.1901	3.08145	0.243548	-0.322883	
10.2001	3.08362	0.243641	-0.323892	
10.2101	3.0858	0.24359	-0.325052	
10.2201	3.08795	0.243435	-0.32623	
10.2301	3.09002	0.243185	-0.327381	
10.2401	3.09197	0.242826	-0.328576	
10.2501	3.09378	0.242381	-0.329814	
10.2601	3.09536	0.24183	-0.331065	
10.2701	3.0968	0.241383	-0.332258	
10.2801	3.09867	0.24175	-0.333316	
10.2901	3.10064	0.242122	-0.334423	
10.3001	3.10277	0.242432	-0.3356	
10.3101	3.10505	0.242702	-0.336822	
10.3201	3.10746	0.243019	-0.338059	
10.3301	3.11	0.243544	-0.339153	
10.3401	3.11261	0.244286	-0.34011	
10.3501	3.11526	0.244685	-0.34074	
10.3601	3.11805	0.244728	-0.341808	
10.3701	3.12108	0.244803	-0.343105	
10.3801	3.12401	0.245137	-0.344232	
10.3901	3.12521	0.245931	-0.344632	
10.4001	3.12564	0.246492	-0.344735	
10.4101	3.12566	0.247413	-0.344367	
10.4201	3.1255	0.248505	-0.344051	
10.4301	3.12508	0.249643	-0.343924	
10.4401	3.12406	0.250609	-0.34433	
10.4501	3.1223	0.251629	-0.344878	
10.4601	3.12031	0.252581	-0.345903	
10.4701	3.1185	0.253395	-0.347062	
10.4801	3.11711	0.254003	-0.348305	
10.4901	3.11639	0.254803	-0.349421	
10.5001	3.11638	0.255936	-0.350347	
10.5101	3.11709	0.257404	-0.351059	
10.5201	3.11827	0.258675	-0.351825	
10.5301	3.12021	0.260469	-0.352475	
10.5401	3.12276	0.262398	-0.352993	
10.5501	3.1258	0.264322	-0.353349	
10.5601	3.12905	0.266082	-0.353632	
10.5701	3.13231	0.267701	-0.353966	
10.5801	3.13557	0.269198	-0.354363	
10.5901	3.13887	0.27051	-0.354873	
10.6001	3.14219	0.271622	-0.355514	
10.6101	3.14553	0.272521	-0.356285	
10.6201	3.14891	0.2732	-0.357196	
10.6301	3.15235	0.273621	-0.358266	
10.6401	3.15583	0.273778	-0.359495	
10.6501	3.15938	0.273653	-0.360895	
10.6601	3.16302	0.273186	-0.36249	
10.6701	3.16673	0.272371	-0.364273	
10.6801	3.17052	0.271189	-0.366241	
10.6901	3.17439	0.269614	-0.368392	
10.7001	3.17834	0.267622	-0.370734	
10.7101	3.18208	0.265756	-0.373287	
10.7201	3.18499	0.265818	-0.375736	
10.7302	3.18777	0.265466	-0.37795	
10.7402	3.19033	0.266045	-0.379628	
10.7502	3.19281	0.266578	-0.381015	
10.7602	3.19513	0.266997	-0.382448	
10.7702	3.19729	0.267397	-0.383966	
10.7802	3.19933	0.267784	-0.385508	
10.7902	3.20129	0.268143	-0.386981	
10.8002	3.20315	0.268611	-0.388183	
10.8102	3.20462	0.26973	-0.388757	
10.8202	3.20601	0.270916	-0.38901	
10.8302	3.20745	0.271963	-0.388993	
10.8402	3.20904	0.272025	-0.389144	
10.8502	3.21074	0.271362	-0.389566	
10.8602	3.21226	0.272567	-0.390031	
10.8702	3.21397	0.274315	-0.390446	
10.8802	3.21589	0.275702	-0.390838	
10.8902	3.21805	0.276853	-0.391172	
10.9002	3.22045	0.277887	-0.391427	
10.9102	3.22304	0.278856	-0.391655	
10.9202	3.22573	0.279753	-0.392039	
10.9302	3.22842	0.28062	-0.392603	
10.9402	3.23116	0.281472	-0.393316	
10.9502	3.23396	0.282327	-0.394155	
10.9602	3.23682	0.28319	-0.395103	
10.9702	3.23973	0.284064	-0.396145	
10.9802	3.24271	0.284949	-0.397275	
10.9902	3.24576	0.285836	-0.398479	
11.0002	3.24889	0.286733	-0.399741	
11.0102	3.25206	0.287496	-0.401085	
11.0202	3.25494	0.286959	-0.402684	
11.0302	3.25802	0.288016	-0.404278	
11.0402	3.26116	0.289586	-0.405856	
11.0502	3.2643	0.291138	-0.407472	
11.0602	3.2674	0.292509	-0.40915	
11.0702	3.27054	0.29379	-0.410873	
11.0802	3.27372	0.29507	-0.412653	
11.0902	3.27683	0.296469	-0.414563	
11.1002	3.27982	0.297976	-0.416634	
11.1102	3.28271	0.299584	-0.418803	
11.1202	3.2855	0.301289	-0.420994	
11.1302	3.2882	0.303071	-0.423195	
11.1402	3.29083	0.304913	-0.425401	
11.1502	3.29339	0.306803	-0.427612	
11.1602	3.29592	0.308739	-0.429821	
11.1702	3.29842	0.310657	-0.432009	
11.1802	3.30091	0.31254	-0.434171	
11.1902	3.30341	0.31437	-0.436296	
11.2002	3.30593	0.316136	-0.438378	
11.2102	3.3085	0.317821	-0.440418	
11.2202	3.31112	0.319407	-0.442403	
11.2302	3.31381	0.320873	-0.444325	
11.2402	3.31658	0.322211	-0.446175	
11.2502	3.31944	0.323408	-0.447948	
11.2602	3.32204	0.323962	-0.449819	
11.2702	3.32439	0.323314	-0.452043	
11.2802	3.32699	0.322235	-0.454325	
11.2902	3.32994	0.320938	-0.456499	
11.3002	3.33327	0.319527	-0.458458	
11.3102	3.33699	0.317975	-0.460194	
11.3202	3.3411	0.31627	-0.461688	
11.3302	3.34561	0.314369	-0.462954	
11.3402	3.3504	0.312135	-0.464105	
11.3502	3.35535	0.309465	-0.465245	
11.3602	3.36046	0.306321	-0.466381	
11.3702	3.36573	0.302666	-0.467512	
11.3802	3.37113	0.298464	-0.468635	
11.3902	3.37667	0.293682	-0.46975	
11.4002	3.38232	0.288282	-0.470857	
11.4102	3.38804	0.282207	-0.47197	
11.4202	3.39365	0.275387	-0.473074	
11.4302	3.39921	0.267755	-0.474227	
11.4402	3.40463	0.259224	-0.475502	
11.4502	3.40891	0.255246	-0.477643	
11.4602	3.4122	0.255191	-0.479302	
11.4702	3.41509	0.255512	-0.480631	
11.4802	3.41765	0.255583	-0.481761	
11.4902	3.42004	0.255472	-0.482948	
11.5002	3.42235	0.25525	-0.484177	
11.5102	3.42455	0.254902	-0.485319	
11.5202	3.42657	0.254511	-0.486354	
11.5302	3.42843	0.254113	-0.487221	
11.5402	3.43011	0.253727	-0.487933	
11.5502	3.43075	0.252701	-0.488619	
11.5602	3.43096	0.251588	-0.489773	
11.5702	3.43096	0.250612	-0.491074	
11.5802	3.43088	0.24898	-0.492355	
11.5902	3.43038	0.248148	-0.493516	
11.6002	3.42978	0.247091	-0.494704	
11.6102	3.42975	0.246631	-0.495951	
11.6202	3.43164	0.247902	-0.496882	
11.6302	3.43424	0.249643	-0.497543	
11.6402	3.43702	0.251514	-0.498056	
11.6502	3.43977	0.253172	-0.498441	
11.6602	3.44249	0.253149	-0.498359	
11.6702	3.44529	0.251825	-0.498047	
11.6802	3.44854	0.251506	-0.498383	
11.6902	3.45192	0.251791	-0.499427	
11.7002	3.45547	0.252322	-0.500784	
11.7102	3.45907	0.252904	-0.502071	
11.7202	3.4627	0.253574	-0.503275	
11.7302	3.46638	0.254322	-0.50441	
11.7402	3.47009	0.255124	-0.505488	
11.7502	3.47386	0.255964	-0.506517	
11.7602	3.47768	0.25681	-0.507521	
11.7702	3.48155	0.257639	-0.50851	
11.7802	3.48547	0.258426	-0.509503	
11.7902	3.48942	0.259143	-0.510516	
11.8002	3.49336	0.259762	-0.511572	
11.8102	3.49731	0.260243	-0.512693	
11.8202	3.50126	0.260561	-0.513894	
11.8302	3.50522	0.260696	-0.515183	
11.8402	3.50919	0.260636	-0.516573	
11.8502	3.51314	0.260346	-0.518085	
11.8602	3.51709	0.2598	-0.519728	
11.8702	3.52104	0.258973	-0.521514	
11.8802	3.52498	0.257838	-0.523448	
11.8902	3.5289	0.256369	-0.525541	
11.9002	3.53281	0.254557	-0.527801	
11.9102	3.53669	0.252374	-0.530231	
11.9202	3.54055	0.249698	-0.532845	
11.9302	3.5444	0.246527	-0.535606	
11.9402	3.54825	0.242834	-0.538477	
11.9502	3.55211	0.238581	-0.541448	
11.9602	3.55574	0.234417	-0.544262	
11.9702	3.55764	0.234397	-0.54606	
11.9802	3.55898	0.235171	-0.547394	
11.9902	3.56033	0.235772	-0.548727	
12.0002	3.56169	0.23631	-0.549953	
12.0102	3.56292	0.236787	-0.551025	
12.0202	3.56405	0.237231	-0.551948	
12.0302	3.56508	0.237689	-0.552713	
12.0402	3.56598	0.23814	-0.55336	
12.0502	3.56777	0.238845	-0.554264	
12.0602	3.56984	0.238985	-0.555277	
12.0702	3.572	0.238232	-0.55632	
12.0802	3.5742	0.238044	-0.557129	
12.0902	3.57637	0.237808	-0.557908	
12.1002	3.5786	0.237377	-0.55873	
12.1102	3.58091	0.236777	-0.559623	
12.1202	3.58329	0.236059	-0.56056	
12.1302	3.58573	0.235233	-0.561537	
12.1402	3.58824	0.234254	-0.562362	
12.1502	3.59083	0.233154	-0.56289	
12.1602	3.5935	0.231947	-0.563104	
12.1702	3.59621	0.230678	-0.562985	
12.1802	3.59887	0.229367	-0.562565	
12.1902	3.60142	0.228143	-0.561896	
12.2002	3.60384	0.226976	-0.560934	
12.2102	3.60607	0.225869	-0.55972	
12.2202	3.60807	0.224599	-0.558307	
12.2302	3.60997	0.22378	-0.55697	
12.2402	3.6125	0.224465	-0.557674	
12.2502	3.61516	0.224902	-0.559372	
12.2602	3.61787	0.225116	-0.561425	
12.2702	3.62057	0.225284	-0.563529	
12.2802	3.62321	0.225365	-0.565693	
12.2902	3.62589	0.225601	-0.567875	
12.3002	3.62861	0.225886	-0.570047	
12.3102	3.63139	0.226196	-0.572211	
12.3202	3.63393	0.226774	-0.574142	
12.3302	3.63461	0.228426	-0.574589	
12.3402	3.63432	0.229965	-0.57362	
12.3502	3.63316	0.231254	-0.571345	
12.3602	3.63106	0.23236	-0.568561	
12.3702	3.62902	0.233634	-0.566439	
12.3802	3.62803	0.235138	-0.566405	
12.3902	3.62689	0.236566	-0.567088	
12.4002	3.62599	0.237647	-0.568566	
12.4102	3.6257	0.23853	-0.571075	
12.4202	3.62588	0.23899	-0.574276	
12.4302	3.62657	0.239327	-0.577736	
12.4402	3.62767	0.239831	-0.581017	
12.4502	3.62912	0.240323	-0.584119	
12.4602	3.63093	0.24076	-0.58703	
12.4702	3.63312	0.241152	-0.589718	
12.4802	3.63574	0.241647	-0.592105	
12.4902	3.63865	0.242449	-0.594217	
12.5002	3.64168	0.243189	-0.5962	
12.5102	3.64471	0.24383	-0.598095	
12.5202	3.64771	0.244455	-0.599915	
12.5302	3.6507	0.24502	-0.601651	
12.5402	3.65367	0.24558	-0.603311	
12.5502	3.65662	0.246112	-0.604896	
12.5602	3.65958	0.246563	-0.606401	
12.5702	3.66255	0.24692	-0.607828	
12.5802	3.66547	0.247323	-0.609202	
12.5902	3.66835	0.247753	-0.610539	
12.6002	3.67128	0.248017	-0.611871	
12.6102	3.67446	0.247777	-0.613177	
12.6202	3.67713	0.248531	-0.614225	
12.6302	3.67978	0.249228	-0.61528	
12.6402	3.68249	0.249795	-0.616347	
12.6502	3.68523	0.250325	-0.617404	
12.6602	3.68795	0.250837	-0.618442	
12.6702	3.69047	0.251416	-0.619419	
12.6802	3.6929	0.251946	-0.620366	
12.6902	3.69524	0.252343	-0.621392	
12.7002	3.69749	0.25262	-0.622519	
12.7102	3.69966	0.252762	-0.623769	
12.7202	3.70173	0.253057	-0.625024	
12.7302	3.70377	0.253613	-0.626096	
12.7402	3.70575	0.254285	-0.627075	
12.7502	3.70763	0.254728	-0.628447	
12.7602	3.70948	0.255228	-0.629823	
12.7702	3.71131	0.255774	-0.631214	
12.7802	3.71309	0.256344	-0.632639	
12.7902	3.715	0.256937	-0.634091	
12.8002	3.71709	0.257565	-0.635553	
12.8102	3.71934	0.25824	-0.63701	
12.8202	3.72173	0.258973	-0.63845	
12.8302	3.72424	0.259774	-0.63987	
12.8402	3.72685	0.26065	-0.641257	
