0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
0.01	0.00368204	0.113649	-0.00154729	0.00287085	-0.00616098	-0.0957144	-0.00094544	0.0029928	0.00497975	-0.117166	0.00135363	-0.00107481	-0.00121014	0.0219492	0.000132752	-0.000154271	-0.0483146	-0.105953	
0.02	0.0107717	0.107785	-0.00222872	0.00265585	-0.0178958	-0.0909846	-0.000642477	0.0027707	0.0137496	-0.111087	0.00176348	-0.000983817	-0.00302655	0.0208496	0.000103519	-0.000141779	-0.0456616	-0.100332	
0.03	0.0174971	0.102351	-0.00280612	0.00238376	-0.0291265	-0.0867597	-0.000357094	0.00249043	0.0220905	-0.105425	0.00209055	-0.000860526	-0.00474572	0.0198576	7.4673e-05	-0.000125155	-0.0431263	-0.0950372	
0.04	0.023846	0.0964505	-0.00330264	0.002045	-0.0398662	-0.082245	-0.000147618	0.00214185	0.0299835	-0.099256	0.00236734	-0.000705275	-0.00635639	0.0187954	5.33712e-05	-0.000104329	-0.0403289	-0.0892223	
0.05	0.0297679	0.0896901	-0.00368815	0.00164564	-0.050046	-0.0770379	-1.82352e-05	0.00173114	0.0373611	-0.0921744	0.00257084	-0.000525152	-0.00784255	0.017574	3.89976e-05	-8.01946e-05	-0.03715	-0.0825501	
0.06	0.0686458	0.00935014	0.0492039	0.000113976	-0.119528	-0.00755069	0.055473	0.000178503	0.0901148	-0.00991764	-0.0526203	-0.000327524	-0.0194864	0.00188438	-0.0118403	-4.90328e-05	-0.00455163	-0.00870513	
0.07	-4.61276	-0.671078	-0.500864	-0.0873752	-4.12256	-0.372589	0.347659	-0.0951789	-0.438687	-0.606926	-0.00959862	-0.0414421	9.65169	2.49484	10.0434	9.93024	1.13559	-4.22167	
0.08	-1.89165	0.0348395	-0.200832	-0.136247	-1.43683	-0.952436	0.0262611	-0.112908	-0.140802	0.115437	-0.0699404	0.00731822	4.24323	6.03695	7.72435	1.11596	2.94123	6.35871	
0.09	-10.0551	5.6051	-9.98981	-3.08918	0.0325101	-10.0058	-10.0151	-5.82313	-0.391343	-1.04249	0.812253	-0.0394003	8.20562	5.23747	7.18366	-0.806943	3.80867	9.11161	
0.1	-8.27132	3.42734	-7.65891	-0.940597	9.96687	-4.94405	-10.0035	4.99354	-1.54174	-7.87741	5.69701	-2.98678	2.03312	2.66559	2.80345	1.18324	1.98891	-3.81514	
0.11	0.0873273	-0.0242391	0.0416754	-0.00271511	-0.0831219	0.0106349	0.038709	-0.0015592	-0.0307646	0.0334984	-0.0250601	0.000900143	0.0295964	-0.0128178	-0.00617814	-0.000189711	0.0236756	0.0197037	
0.12	0.0701969	-0.0313226	0.0371352	-0.00264758	-0.0774141	0.0317381	0.0377182	-0.00235738	-0.0225884	0.0413382	-0.0247187	-0.000275762	0.0307091	-0.0119975	-0.00543859	-0.000199202	0.00378276	0.0266264	
0.13	0.0587511	-0.0334852	0.033087	-0.00228887	-0.0635756	0.0336704	0.0334023	-0.00200874	-0.0237654	0.0375562	-0.0219514	-0.000298308	0.0284036	-0.00951077	-0.00479055	-0.000175001	0.00393145	0.0245715	
0.14	0.0492514	-0.033847	0.0294552	-0.00197601	-0.0524116	0.0339524	0.0296192	-0.00171955	-0.0238438	0.033822	-0.0195098	-0.000304063	0.0259789	-0.00762347	-0.00422607	-0.000155921	0.003684	0.0220424	
0.15	-0.328043	0.543963	-0.701077	0.404092	-0.0389468	0.0255928	0.0295395	-0.00586032	0.141437	-0.0703302	-0.00566963	-0.00927495	0.174373	-0.0170363	-0.00141659	-0.00127876	-0.68391	-0.550883	
0.16	-0.904452	0.359758	-0.665891	-0.31556	0.946809	-0.918334	-1.22018	-0.123748	-0.137636	-0.0502508	0.0127922	0.00411171	0.0183667	0.125575	0.00306368	0.000395205	0.62403	0.456773	
0.17	-0.706062	2.59254	-1.26393	0.753803	0.135169	1.83092	0.251905	0.0381247	-0.0529786	-2.89148	2.08083	-2.33382	0.642146	-1.02798	-0.0555338	0.855424	-10.0048	-10.0043	
0.18	-0.85665	2.05607	-1.67012	1.75169	-0.504991	0.691806	0.130735	0.0318426	0.00604491	-1.60108	0.25373	0.0824781	0.846438	-1.45296	-0.0968123	1.07591	-6.05232	-10.0127	
0.19	-0.418562	-0.529063	0.0263517	-0.0980272	-0.357296	-0.200502	-0.0196686	0.000285444	-0.0969228	0.338264	-0.0423609	0.0569083	0.804487	-0.120681	0.063229	0.947385	1.37649	0.770693	
0.2	-0.200196	0.161295	-0.441702	0.745377	-0.0137291	-0.199184	-0.0252889	-0.00899697	0.138477	0.205572	-0.0275269	0.0391023	0.172821	0.108307	0.00591899	-0.00544631	0.557335	0.577358	
0.21	-1.72616	0.932352	-1.2155	-0.344014	0.221229	-0.0833338	-0.0181458	0.0246792	0.442176	0.184098	-0.0392721	0.00423905	0.401876	0.132215	0.00864392	-0.00846415	-0.68557	0.16403	
0.22	-3.32063	2.2402	-2.21002	-0.343201	-0.330555	-0.0281758	0.0058968	-0.00239919	0.430055	0.0298081	-0.020963	-0.0168331	2.46796	-0.320022	0.343573	0.590241	-2.53101	-1.63056	
0.23	-2.51028	1.62184	-1.57458	-0.275787	-0.226093	-0.0220381	0.0020809	-0.00130695	0.316809	0.0658055	-0.0225631	-0.00823232	1.89363	-0.237386	0.277006	0.352785	-1.78675	-1.10172	
