0	-nan	-nan	-nan	
5.73004	-0.020768	-0.0104049	-0.00329942	
5.74004	-0.0226201	-0.0106741	-0.00320054	
5.75004	-0.0241618	-0.0105232	-0.00252833	
5.76004	-0.0255619	-0.0102151	-0.00146101	
5.77004	-0.0267705	-0.00957094	0.000186225	
5.78004	-0.0262753	-0.00919006	0.00269889	
5.79004	-0.0247884	-0.00916654	0.00620775	
5.80004	-0.0246612	-0.00864777	0.0101502	
5.81004	-0.0243283	-0.00806827	0.0141189	
5.82004	-0.0238871	-0.007472	0.0181978	
5.83004	-0.0233446	-0.00683152	0.0224627	
5.84004	-0.0227274	-0.00613606	0.0269116	
5.85004	-0.0221852	-0.00547172	0.0318151	
5.86004	-0.0216067	-0.00490126	0.0373562	
5.87004	-0.0210024	-0.00447672	0.0435419	
5.88004	-0.0198449	-0.00416449	0.0504343	
5.89004	-0.0185225	-0.00412608	0.0580138	
5.90004	-0.0186615	-0.0037703	0.066077	
5.91004	-0.0185601	-0.00348591	0.0746125	
5.92004	-0.0184283	-0.00318311	0.08354	
5.93004	-0.0184088	-0.00265697	0.092765	
5.94004	-0.018588	-0.00178001	0.102212	
5.95004	-0.0190313	-0.000476648	0.1118	
5.96004	-0.0197626	0.00128642	0.121501	
5.97004	-0.0208038	0.00351332	0.131233	
5.98004	-0.0221545	0.00616636	0.140984	
5.99004	-0.0237761	0.00920547	0.150868	
6.00004	-0.0257299	0.0127204	0.161017	
6.01004	-0.0280856	0.0168423	0.17147	
6.02004	-0.0310998	0.0215979	0.182225	
6.03004	-0.0345541	0.0269763	0.193241	
6.04004	-0.0380782	0.0322374	0.204197	
6.05004	-0.0413429	0.0371084	0.215056	
6.06004	-0.0450889	0.0422862	0.22588	
6.07004	-0.0491123	0.0476937	0.236622	
6.08004	-0.0520421	0.0511947	0.24755	
6.09004	-0.0550723	0.0543808	0.257695	
6.10004	-0.0574468	0.0564275	0.267646	
6.11004	-0.0586186	0.0569573	0.277889	
6.12005	-0.059463	0.0568554	0.288055	
6.13005	-0.0609591	0.0574345	0.297309	
6.14005	-0.0625119	0.0582236	0.306421	
6.15005	-0.0639593	0.0589915	0.315617	
6.16005	-0.0653059	0.0595135	0.324471	
6.17005	-0.0663735	0.0597165	0.33292	
6.18005	-0.067104	0.0595112	0.340925	
6.19005	-0.0674053	0.0588093	0.348459	
6.20005	-0.0671875	0.0575244	0.355501	
6.21005	-0.0663646	0.0555919	0.362033	
6.22005	-0.0648271	0.0529334	0.368049	
6.23005	-0.0615682	0.0487048	0.374091	
6.24005	-0.0541848	0.0407029	0.382045	
6.25005	-0.0457428	0.0315081	0.389221	
6.26005	-0.0376057	0.0225057	0.394326	
6.27005	-0.0292751	0.0130256	0.397847	
6.28005	-0.0200921	0.00265989	0.400632	
6.29005	-0.00984084	-0.00873424	0.403004	
6.30005	0.00147067	-0.0212177	0.404976	
6.31005	0.0138804	-0.0348552	0.406571	
6.32005	0.0275525	-0.0497005	0.407821	
6.33005	0.0424677	-0.0658744	0.408805	
6.34005	0.0424729	-0.0725457	0.40795	
6.35005	0.0385681	-0.0729769	0.403949	
6.36005	0.035466	-0.0720039	0.399602	
6.37005	0.0330054	-0.0696483	0.395072	
6.38005	0.0313305	-0.0653392	0.390195	
6.39005	0.0301163	-0.0597609	0.385017	
6.40005	0.0281713	-0.0558964	0.380774	
6.41005	0.0263509	-0.0546385	0.376957	
6.42005	0.0247777	-0.0535445	0.37308	
6.43005	0.0232188	-0.0524556	0.368893	
6.44005	0.021503	-0.0515648	0.364337	
6.45005	0.0194963	-0.0508742	0.359494	
6.46005	0.0171756	-0.0504194	0.354445	
6.47005	0.0144966	-0.0501087	0.349208	
6.48005	0.011526	-0.0500608	0.343816	
6.49005	0.00827989	-0.0502477	0.338284	
6.50005	0.00486301	-0.050307	0.332636	
6.51005	0.000945456	-0.0508606	0.326861	
6.52005	-0.00340427	-0.0516076	0.321094	
6.53005	-0.00821842	-0.0524449	0.315301	
6.54005	-0.0134022	-0.053277	0.309422	
6.55006	-0.0164669	-0.0534515	0.302735	
6.56006	-0.0158844	-0.0529945	0.294829	
6.57006	-0.0149449	-0.051826	0.286709	
6.58006	-0.0137636	-0.0500572	0.278309	
6.59006	-0.0126237	-0.0483386	0.269603	
6.60006	-0.0113277	-0.0462977	0.260662	
6.61006	-0.00984897	-0.0439174	0.251477	
6.62006	-0.00819056	-0.0412297	0.242066	
6.63006	-0.00631701	-0.038216	0.232419	
6.64006	-0.00383357	-0.0342302	0.222621	
6.65006	-0.000853106	-0.029509	0.212552	
6.66006	0.00235877	-0.0245531	0.202331	
6.67006	0.00600653	-0.0190707	0.191989	
6.68006	0.0100689	-0.0131043	0.181582	
6.69006	0.0146761	-0.00648317	0.171208	
6.70006	0.0198028	0.000734339	0.160869	
6.71006	0.0255333	0.00835027	0.150608	
6.72006	0.0316214	0.0162824	0.140429	
6.73006	0.0379769	0.0244288	0.130398	
6.74006	0.0444076	0.0327137	0.120555	
6.75006	0.0510648	0.0409277	0.110895	
6.76006	0.0578341	0.0489675	0.101507	
6.77006	0.0645983	0.0567157	0.0924029	
6.78006	0.0711669	0.0640563	0.0835655	
6.79006	0.077463	0.0709986	0.0751821	
6.80006	0.0835197	0.0773825	0.0672642	
6.81006	0.0868786	0.0813889	0.0594156	
6.82006	0.0809762	0.0762795	0.0485353	
6.83006	0.0743671	0.0676955	0.0357837	
6.84006	0.0672071	0.0558576	0.0221616	
6.85006	0.0584286	0.0454424	0.0098915	
6.86006	0.0498263	0.0353025	-0.00119044	
6.87006	0.0415686	0.025604	-0.0110549	
6.88006	0.0330031	0.0162154	-0.0193373	
6.89006	0.023495	0.00572362	-0.0264262	
6.90006	0.0146583	-0.0043487	-0.0309293	
6.91006	0.00562779	-0.0145276	-0.0335325	
6.92006	0.00183613	-0.0211479	-0.035426	
6.93006	0.00569645	-0.0197566	-0.0371869	
6.94006	0.00866156	-0.0164853	-0.0387698	
6.95006	0.0104013	-0.0111078	-0.039998	
6.96006	0.0122524	-0.0067527	-0.0400766	
6.97006	0.0138396	-0.00494242	-0.0388232	
6.98006	0.0151863	-0.00316365	-0.0368455	
6.99007	0.0163893	-0.00131373	-0.0341425	
7.00007	0.0174052	0.000420671	-0.0308533	
7.01007	0.0183236	0.00230052	-0.0267027	
7.02007	0.0191141	0.00420149	-0.0218188	
7.03007	0.0198351	0.00605877	-0.0163027	
7.04007	0.0206249	0.00785696	-0.0103326	
7.05007	0.0213388	0.00928775	-0.00419466	
7.06007	0.0206428	0.0088307	0.00272043	
7.07007	0.0185457	0.00630398	0.0102168	
7.08007	0.0151291	0.00169823	0.0182655	
7.09007	0.0208152	0.00468979	0.0234051	
7.10007	0.0259384	0.00912467	0.0287469	
7.11007	0.0300445	0.0112108	0.034871	
7.12007	0.0336045	0.0123045	0.0413043	
7.13007	0.0370828	0.012861	0.0477242	
7.14007	0.0408322	0.0130411	0.0540738	
7.15007	0.0449615	0.0129391	0.0602665	
7.16007	0.0494347	0.0126119	0.0662039	
7.17007	0.0498602	0.0128999	0.0740597	
7.18007	0.0489257	0.0131516	0.0827205	
7.19007	0.0481926	0.014107	0.0917561	
7.20007	0.0471676	0.0152486	0.101669	
7.21007	0.0458627	0.0166867	0.112255	
7.22007	0.0443859	0.0184299	0.123163	
7.23007	0.0427725	0.0203779	0.134368	
7.24007	0.041061	0.0224204	0.145802	
7.25007	0.0392497	0.0245596	0.157445	
7.26007	0.0373005	0.0268484	0.169243	
7.27007	0.0352165	0.0292892	0.181219	
7.28007	0.0331675	0.0320575	0.193241	
7.29007	0.0300976	0.0335947	0.206247	
7.30007	0.0280122	0.0365215	0.218549	
7.31007	0.0254231	0.0396759	0.23088	
7.32007	0.0229149	0.0423477	0.243491	
7.33007	0.0208418	0.0441013	0.256437	
7.34007	0.0187992	0.0456734	0.269185	
7.35007	0.0160692	0.0482429	0.281153	
7.36007	0.0130333	0.0512198	0.292686	
7.37007	0.00970735	0.0546667	0.303503	
7.38007	0.00614902	0.0584358	0.313625	
7.39007	0.00251876	0.0624545	0.322957	
7.40007	-0.00127965	0.0665807	0.331456	
7.41007	-0.0050837	0.0704699	0.339622	
7.42007	-0.00861666	0.0739385	0.347521	
7.43008	-0.0117648	0.0768769	0.355087	
7.44008	-0.0145252	0.079279	0.362304	
7.45008	-0.0154047	0.079374	0.370037	
7.46008	-0.0155177	0.078783	0.376956	
7.47008	-0.0150097	0.077501	0.382989	
7.48008	-0.0137531	0.0754146	0.388468	
7.49008	-0.0117271	0.0725449	0.393459	
7.50008	-0.00865759	0.0685832	0.398079	
7.51008	-0.00459598	0.0636496	0.402109	
7.52008	0.000187891	0.0576428	0.405641	
7.53008	0.00355875	0.0495522	0.409136	
7.54008	0.00463236	0.0394365	0.412235	
7.55008	0.00345286	0.0271419	0.41498	
7.56008	-5.15882e-06	0.0127187	0.417274	
7.57008	-0.00570951	-0.00384163	0.41901	
7.58008	-0.00441389	-0.0147651	0.417555	
7.59008	-0.00956714	-0.0115477	0.415918	
7.60008	-0.00390774	-0.0066444	0.414037	
7.61008	0.00561694	-0.00245749	0.413451	
7.62008	0.0116945	0.000583979	0.412058	
7.63008	0.0158508	0.00299294	0.410247	
7.64008	0.019013	0.00490831	0.407821	
7.65008	0.0214657	0.00653635	0.404786	
7.66008	0.0234166	0.00798568	0.401221	
7.67008	0.0249701	0.00917844	0.397609	
7.68008	0.0266268	0.00960383	0.39362	
7.69008	0.0294694	0.00789289	0.389479	
7.70008	0.0296342	0.00768448	0.385231	
7.71008	0.0280688	0.00976341	0.380451	
7.72008	0.0264677	0.0108467	0.37537	
7.73008	0.0246889	0.0111958	0.370137	
7.74008	0.0232931	0.0104134	0.364828	
7.75008	0.0233541	0.00714172	0.359482	
7.76008	0.0224611	0.00314829	0.354889	
7.77008	0.0172067	0.00459948	0.351848	
7.78008	0.0147676	0.00520666	0.346486	
7.79008	0.0148845	0.00545835	0.339481	
7.80008	0.0154186	0.0056146	0.332069	
7.81008	0.0161781	0.00597174	0.324278	
7.82008	0.0171289	0.00677925	0.316179	
7.83008	0.0183292	0.00788074	0.307713	
7.84008	0.0197238	0.00925315	0.298918	
7.85008	0.0213438	0.0110185	0.289881	
7.86009	0.0231873	0.0131018	0.280602	
7.87009	0.0252281	0.0155215	0.271068	
7.88009	0.0275096	0.018282	0.261278	
7.89009	0.030099	0.0214584	0.251239	
7.90009	0.0330648	0.0251195	0.240996	
7.91009	0.0363945	0.0292078	0.230621	
7.92009	0.0401191	0.0336718	0.220176	
7.93009	0.0441221	0.0383733	0.209879	
7.94009	0.047909	0.0426045	0.199232	
7.95009	0.0521174	0.0471938	0.188786	
7.96009	0.056604	0.0519585	0.178542	
7.97009	0.0613119	0.0567817	0.168541	
7.98009	0.0660211	0.0614011	0.158653	
7.99009	0.0709468	0.0660663	0.149098	
8.00009	0.0761996	0.0709152	0.139994	
8.01009	0.081535	0.0756593	0.131194	
8.02009	0.0868031	0.080157	0.12263	
8.03009	0.0918334	0.0842317	0.114275	
8.04009	0.0967626	0.0876014	0.105946	
8.05009	0.100097	0.0901419	0.0977306	
8.06009	0.102033	0.0908321	0.0894541	
8.07009	0.103894	0.0911676	0.0817344	
8.08009	0.105869	0.0905706	0.0746214	
8.09009	0.110379	0.0879102	0.0680786	
8.10009	0.114579	0.0845812	0.0624952	
8.11009	0.110323	0.0838616	0.0582931	
8.12009	0.106705	0.0814794	0.0544193	
8.13009	0.103687	0.0777497	0.0510504	
8.14009	0.102811	0.0721488	0.0480948	
8.15009	0.104445	0.0646434	0.0454684	
8.16009	0.108619	0.0552041	0.0433396	
8.17009	0.115265	0.0437896	0.0418809	
8.18009	0.124334	0.0303837	0.0411345	
8.19009	0.118786	0.0163807	0.0423454	
8.20009	0.0982209	0.00316449	0.0425513	
8.21009	0.0799232	-0.0118755	0.0429207	
8.22009	0.064182	-0.0282906	0.0438812	
8.23009	0.0511052	-0.0462367	0.045518	
8.24009	0.040751	-0.0658326	0.0479245	
8.25009	0.0262728	-0.0892026	0.0492252	
8.26009	0.0103356	-0.108924	0.050133	
8.27009	0.00346364	-0.109391	0.0533319	
8.28009	-0.00658841	-0.100202	0.0577617	
8.29009	-0.0130668	-0.0918673	0.0630886	
8.30009	-0.0134498	-0.0877619	0.0696492	
8.31009	-0.0109977	-0.0855242	0.0770338	
8.3201	-0.00562837	-0.0851524	0.0852628	
8.3301	0.00420843	-0.0853054	0.0935949	
8.3401	0.00330989	-0.0830523	0.0983493	
8.3501	-0.000183603	-0.0810551	0.103575	
8.3601	-0.00090761	-0.079608	0.10876	
8.3701	-0.000366473	-0.0786003	0.113742	
8.3801	-0.000562482	-0.0779487	0.11814	
8.3901	-0.000862725	-0.0775249	0.1224	
8.4001	-0.0011299	-0.0771712	0.127259	
8.4101	-0.00177746	-0.076142	0.132554	
8.4201	-0.00202855	-0.0759101	0.138816	
8.4301	-0.00317089	-0.0739133	0.145053	
8.4401	-0.00504164	-0.0704266	0.151661	
8.4501	-0.00747515	-0.065881	0.158732	
8.4601	-0.0104601	-0.0603523	0.166181	
8.4701	-0.0140306	-0.053853	0.173978	
8.4801	-0.0182556	-0.0463696	0.182123	
8.4901	-0.0232665	-0.0377271	0.19051	
8.5001	-0.0288683	-0.0282452	0.199278	
8.5101	-0.0291361	-0.0258205	0.210437	
8.5201	-0.0271048	-0.0309564	0.22386	
8.5301	-0.0228913	-0.0396189	0.238179	
8.5401	-0.0197216	-0.0449647	0.251195	
8.5501	-0.0177566	-0.0479586	0.262787	
8.5601	-0.0172041	-0.0488553	0.272822	
8.5701	-0.0175429	-0.0482732	0.282119	
8.5801	-0.0184819	-0.0468633	0.29143	
8.5901	-0.0199419	-0.0447741	0.300725	
8.6001	-0.0218369	-0.0421136	0.309956	
8.6101	-0.0238519	-0.0394422	0.319204	
8.6201	-0.0258946	-0.0369645	0.328213	
8.6301	-0.0279611	-0.0345375	0.337048	
8.6401	-0.0299845	-0.0321713	0.345645	
8.6501	-0.0318651	-0.0300328	0.353991	
8.6601	-0.0335303	-0.0282247	0.362054	
8.6701	-0.0348855	-0.026858	0.369802	
8.6801	-0.0358375	-0.0260303	0.377202	
8.6901	-0.036296	-0.0258249	0.384232	
8.7001	-0.03617	-0.0263325	0.390827	
8.7101	-0.0354138	-0.0275653	0.396975	
8.7201	-0.0339413	-0.0295908	0.40267	
8.7301	-0.0316071	-0.0324366	0.407895	
8.7401	-0.0282188	-0.0363042	0.412706	
8.7501	-0.0239455	-0.0411752	0.416986	
8.76011	-0.0204944	-0.046005	0.419903	
8.77011	-0.0236425	-0.0451167	0.419444	
8.78011	-0.0262566	-0.0421785	0.418733	
8.79011	-0.0284496	-0.0378639	0.418404	
8.80011	-0.0308318	-0.035513	0.420043	
8.81011	-0.0319115	-0.0345566	0.421359	
8.82011	-0.0323228	-0.0343702	0.422023	
8.83011	-0.0334609	-0.0329995	0.422194	
8.84011	-0.0338556	-0.0322051	0.421882	
8.85011	-0.0344466	-0.031239	0.420959	
8.86011	-0.0350563	-0.0301916	0.419491	
8.87011	-0.0356614	-0.0290847	0.41748	
8.88011	-0.0364542	-0.0279388	0.414914	
8.89011	-0.0371592	-0.0266886	0.411841	
8.90011	-0.0377275	-0.025435	0.408312	
8.91011	-0.0383102	-0.024105	0.404292	
8.92011	-0.0390182	-0.0228575	0.400316	
8.93011	-0.0392447	-0.0222528	0.395981	
8.94011	-0.0405335	-0.0209799	0.391559	
8.95011	-0.0421787	-0.0196508	0.386666	
8.96011	-0.0441238	-0.0184337	0.381495	
8.97011	-0.0462794	-0.0173446	0.376372	
8.98011	-0.0487075	-0.0162558	0.371429	
8.99011	-0.0513458	-0.0150623	0.366733	
9.00011	-0.0541707	-0.0137485	0.362315	
9.01011	-0.0573487	-0.0124535	0.358264	
9.02011	-0.0603338	-0.0115359	0.354194	
9.03011	-0.059065	-0.0111547	0.347659	
9.04011	-0.0581042	-0.00980601	0.340927	
9.05011	-0.0586301	-0.00824814	0.333584	
9.06011	-0.0580195	-0.00640811	0.325979	
9.07011	-0.0573692	-0.00423659	0.318023	
9.08011	-0.0567654	-0.00166403	0.309877	
9.09011	-0.0554887	0.00137419	0.301099	
9.10011	-0.056037	0.00467477	0.292623	
9.11011	-0.0551745	0.00844268	0.284347	
9.12011	-0.0509609	0.0129029	0.275892	
9.13011	-0.0485705	0.0179807	0.266566	
9.14011	-0.0441855	0.0229643	0.257236	
9.15011	-0.0405416	0.0285537	0.247678	
9.16011	-0.0362377	0.034521	0.238125	
9.17011	-0.0322718	0.0409691	0.228695	
9.18011	-0.0277405	0.0478949	0.219102	
9.19011	-0.022131	0.0541326	0.209252	
9.20012	-0.0179231	0.0605109	0.199384	
9.21012	-0.0127616	0.0658324	0.189283	
9.22012	-0.00851942	0.0709587	0.179157	
9.23012	-0.005983	0.076042	0.169313	
9.24012	-0.0023263	0.0801211	0.159308	
9.25012	0.00228834	0.0839373	0.149857	
9.26012	0.00806866	0.0853578	0.139385	
9.27012	0.0147293	0.0852897	0.128794	
9.28012	0.0271361	0.0822046	0.117801	
9.29012	0.0354952	0.0739917	0.105545	
9.30012	0.0424991	0.0620261	0.0924882	
9.31012	0.0392248	0.0528205	0.081013	
9.32012	0.0294335	0.0469751	0.0722287	
9.33012	0.0224096	0.0396158	0.063628	
9.34012	0.0179028	0.0309574	0.0552055	
9.35012	0.0160345	0.0208381	0.047095	
9.36012	0.0167757	0.00911325	0.0393795	
9.37012	0.00493339	0.00152422	0.0336382	
9.38012	-0.0150008	-0.00478689	0.030034	
9.39012	-0.0374964	-0.0113376	0.0275134	
9.40012	-0.0573144	-0.0191999	0.0253246	
9.41012	-0.0744943	-0.0284773	0.0235234	
9.42012	-0.0771199	-0.0364655	0.0239184	
9.43012	-0.0682016	-0.0423077	0.0264446	
9.44012	-0.0547565	-0.0473105	0.0301533	
9.45012	-0.0396872	-0.0507137	0.0348744	
9.46012	-0.0374681	-0.04502	0.0384809	
9.47012	-0.0387683	-0.0364815	0.0428885	
9.48012	-0.0384393	-0.0271127	0.0482663	
9.49012	-0.0380709	-0.0169972	0.0546761	
9.50012	-0.0352473	-0.0146876	0.0605737	
9.51012	-0.0351667	-0.0150842	0.0664701	
9.52012	-0.0347833	-0.0148953	0.0726603	
9.53012	-0.0344047	-0.0144571	0.0786743	
9.54012	-0.0339531	-0.014115	0.0844572	
9.55012	-0.0332596	-0.013653	0.0900853	
9.56012	-0.0322635	-0.0133157	0.0957348	
9.57012	-0.0309841	-0.0130473	0.101338	
9.58012	-0.0293599	-0.01307	0.107532	
9.59012	-0.0272247	-0.0128256	0.113553	
9.60012	-0.0247346	-0.0125405	0.119503	
9.61012	-0.0219072	-0.012226	0.125389	
9.62012	-0.0194813	-0.0102924	0.131268	
9.63013	-0.016057	-0.00932086	0.137088	
9.64013	-0.0119267	-0.0101403	0.142461	
9.65013	-0.00743335	-0.0109471	0.147953	
9.66013	-0.00250167	-0.0117447	0.153745	
9.67013	-0.00290591	-0.0121156	0.160037	
9.68013	-0.00436159	-0.0119947	0.167077	
9.69013	-0.00585649	-0.0116616	0.174882	
9.70013	-0.00743336	-0.0111698	0.183497	
9.71013	-0.00917883	-0.0104627	0.192867	
9.72013	-0.0111198	-0.00953339	0.202916	
9.73013	-0.0132672	-0.00839421	0.213591	
9.74013	-0.0156154	-0.0070647	0.224814	
9.75013	-0.0181256	-0.00533361	0.236398	
9.76013	-0.0207968	-0.00261015	0.247907	
9.77013	-0.0250749	-0.0020305	0.260193	
9.78013	-0.0290741	-0.00306576	0.273482	
9.79013	-0.0302345	0.000330491	0.28608	
9.80013	-0.0330678	0.00458823	0.298417	
9.81013	-0.0370626	0.00962665	0.310587	
9.82013	-0.0413733	0.0143838	0.323181	
9.83013	-0.044383	0.0159103	0.337344	
9.84013	-0.0471798	0.0173697	0.351094	
9.85013	-0.049012	0.01883	0.36425	
9.86013	-0.0511802	0.018741	0.377493	
9.87013	-0.0533457	0.0165329	0.391272	
9.88013	-0.0533095	0.0170541	0.403533	
9.89013	-0.0540759	0.0177528	0.414899	
9.90013	-0.0553287	0.0186603	0.425364	
9.91013	-0.0569418	0.0199152	0.434793	
9.92013	-0.0586446	0.021256	0.443238	
9.93013	-0.0602046	0.0224189	0.450978	
9.94013	-0.0614072	0.023095	0.458363	
9.95013	-0.0620287	0.023108	0.465309	
9.96013	-0.0621763	0.0225936	0.471808	
9.97013	-0.0617733	0.0214941	0.477837	
9.98013	-0.0607584	0.0197636	0.483375	
9.99013	-0.0590744	0.0173574	0.488403	
10.0001	-0.0566643	0.0142301	0.492905	
10.0101	-0.0534779	0.0103382	0.496872	
10.0201	-0.0494697	0.00563118	0.500306	
10.0301	-0.0445939	6.35004e-05	0.50319	
10.0401	-0.0385919	-0.00667222	0.505519	
10.0501	-0.0314197	-0.0145729	0.507283	
10.0601	-0.0229735	-0.0238271	0.508714	
10.0701	-0.0134065	-0.0343045	0.509443	
10.0801	-0.00262102	-0.0461432	0.509718	
10.0901	0.00942703	-0.0594119	0.509587	
10.1001	0.0143785	-0.069123	0.508819	
10.1101	0.0112786	-0.0709617	0.506875	
10.1201	0.00917901	-0.0701071	0.504395	
10.1301	0.00783571	-0.0667811	0.501127	
10.1401	0.00734865	-0.0611322	0.497028	
10.1501	0.0065541	-0.0548341	0.492265	
10.1601	0.00493264	-0.053516	0.487024	
10.1701	0.00389727	-0.0531936	0.482113	
10.1801	0.00243018	-0.0523967	0.476949	
10.1901	0.000731505	-0.051703	0.471481	
10.2001	-0.00129618	-0.0511309	0.465781	
10.2101	-0.00370164	-0.0507172	0.460212	
10.2201	-0.00631955	-0.0504864	0.454626	
10.2301	-0.00917296	-0.0503707	0.448886	
10.2401	-0.0123179	-0.0503418	0.443031	
10.2501	-0.0156106	-0.0504243	0.437137	
10.2601	-0.0191727	-0.0506434	0.431429	
10.2701	-0.0220993	-0.0508638	0.425807	
10.2801	-0.021897	-0.0507211	0.419146	
10.2901	-0.0216331	-0.0505112	0.411837	
10.3001	-0.0214787	-0.0501429	0.403929	
10.3101	-0.0213465	-0.0495447	0.395506	
10.3201	-0.0207945	-0.0480355	0.386917	
10.3301	-0.0192124	-0.0446484	0.37835	
10.3401	-0.0166095	-0.0395972	0.369882	
10.3501	-0.0165217	-0.0385353	0.358827	
10.3601	-0.0170504	-0.0391449	0.347981	
10.3701	-0.0171255	-0.0387582	0.337806	
10.3801	-0.0159839	-0.0375891	0.330035	
10.3901	-0.0129712	-0.0358106	0.332971	
10.4001	-0.0114662	-0.0327556	0.335323	
10.4101	-0.00838552	-0.0292634	0.339547	
10.4201	-0.00505896	-0.0255146	0.341434	
10.4301	-0.00255383	-0.0216136	0.3404	
10.4401	-0.00168921	-0.0179093	0.336855	
10.4501	-0.0010124	-0.0139552	0.333497	
10.4601	-0.00140031	-0.00921186	0.325547	
10.4701	-0.00297194	-0.00444515	0.31742	
10.4801	-0.00550856	0.000413191	0.309533	
10.4901	-0.00658841	0.00594898	0.301591	
10.5001	-0.0058621	0.0126557	0.293455	
10.5101	-0.00333633	0.0204218	0.285067	
10.5201	-0.00126514	0.0290855	0.277392	
10.5301	0.00374659	0.0375586	0.269917	
10.5401	0.00970754	0.0461211	0.262724	
10.5501	0.0160556	0.0541675	0.255436	
10.5601	0.0217195	0.0609692	0.24801	
10.5701	0.0268495	0.06679	0.241124	
10.5801	0.0314118	0.0716632	0.234779	
10.5901	0.0352886	0.0755764	0.228803	
10.6001	0.0383338	0.0783629	0.223417	
10.6101	0.0405447	0.0802603	0.21856	
10.6201	0.041943	0.0811805	0.214158	
10.6301	0.0423933	0.0810487	0.210266	
10.6401	0.0419029	0.0799107	0.206917	
10.6501	0.0404438	0.0777269	0.20405	
10.6601	0.0378561	0.0743462	0.201649	
10.6701	0.0341488	0.0698131	0.199766	
10.6801	0.0293267	0.0641138	0.198368	
10.6901	0.0233789	0.0572258	0.197398	
10.7001	0.0162529	0.0490885	0.196901	
10.7101	0.0102886	0.0411778	0.197694	
10.7201	0.0107306	0.0398583	0.200777	
10.7302	0.0090378	0.0401634	0.204038	
10.7402	0.0101343	0.04169	0.206998	
10.7502	0.0106774	0.0428308	0.209831	
10.7602	0.0110615	0.0437716	0.213318	
10.7702	0.0111474	0.044703	0.217516	
10.7802	0.0111319	0.0456478	0.222324	
10.7902	0.0112358	0.0466271	0.227586	
10.8002	0.0108354	0.047585	0.232922	
10.8102	0.00857188	0.0492851	0.236997	
10.8202	0.00666241	0.051281	0.240601	
10.8302	0.00566396	0.0531884	0.243973	
10.8402	0.00840288	0.0544081	0.248684	
10.8502	0.0128782	0.0549646	0.254234	
10.8602	0.00987795	0.0562066	0.257361	
10.8702	0.00623631	0.05794	0.261117	
10.8802	0.00381962	0.0592612	0.265492	
10.8902	0.00211003	0.0602421	0.270366	
10.9002	0.000817981	0.0609738	0.275631	
10.9102	-0.00022941	0.061518	0.281314	
10.9202	-0.00108196	0.0617753	0.28772	
10.9302	-0.00197736	0.062079	0.294913	
10.9402	-0.0029368	0.0624853	0.302705	
10.9502	-0.00403786	0.0631379	0.310965	
10.9602	-0.00528139	0.0640385	0.319621	
10.9702	-0.00666387	0.0651615	0.32861	
10.9802	-0.00817303	0.0664764	0.337914	
10.9902	-0.00976261	0.0678576	0.347416	
11.0002	-0.0114555	0.069366	0.357086	
11.0102	-0.0136092	0.0706694	0.367034	
11.0202	-0.0180169	0.0691066	0.378653	
11.0302	-0.0191344	0.071563	0.389011	
11.0402	-0.0211156	0.0753097	0.398958	
11.0502	-0.0244118	0.0800326	0.408673	
11.0602	-0.0277338	0.0840596	0.418731	
11.0702	-0.0311326	0.0877353	0.428837	
11.0802	-0.0347756	0.0914641	0.438799	
11.0902	-0.0391224	0.0959479	0.448604	
11.1002	-0.044028	0.100952	0.458381	
11.1102	-0.0493851	0.10633	0.468097	
11.1202	-0.0550848	0.111989	0.477723	
11.1302	-0.0610487	0.117816	0.487218	
11.1402	-0.0671945	0.1237	0.496548	
11.1502	-0.0735022	0.129499	0.50568	
11.1602	-0.0798809	0.135083	0.514562	
11.1702	-0.0861009	0.140419	0.523165	
11.1802	-0.0920993	0.145414	0.531443	
11.1902	-0.0977986	0.150018	0.539341	
11.2002	-0.103151	0.154195	0.546811	
11.2102	-0.10807	0.1578	0.553857	
11.2202	-0.112472	0.160819	0.560418	
11.2302	-0.116273	0.163216	0.566461	
11.2402	-0.11945	0.16502	0.571936	
11.2502	-0.12196	0.16622	0.576838	
11.2602	-0.120726	0.164176	0.583211	
11.2702	-0.116987	0.158317	0.591064	
11.2802	-0.112158	0.151325	0.598182	
11.2902	-0.106537	0.143756	0.604006	
11.3002	-0.100394	0.135982	0.60832	
11.3102	-0.0935884	0.12788	0.611179	
11.3202	-0.0861703	0.119457	0.612548	
11.3302	-0.0780887	0.110577	0.612516	
11.3402	-0.069028	0.10082	0.611558	
11.3502	-0.0588928	0.0899184	0.610045	
11.3602	-0.0476765	0.0777995	0.608015	
11.3702	-0.0353442	0.0643794	0.605511	
11.3802	-0.0218764	0.0495913	0.602579	
11.3902	-0.00726617	0.0333679	0.59927	
11.4002	0.00849885	0.015629	0.59565	
11.4102	0.0254041	-0.00374164	0.591827	
11.4202	0.0436577	-0.0251998	0.588446	
11.4302	0.0629901	-0.0485789	0.585219	
11.4402	0.0833092	-0.0739627	0.582264	
11.4502	0.0886216	-0.0886145	0.58155	
11.4602	0.0832886	-0.0943671	0.578379	
11.4702	0.0785359	-0.0970437	0.573895	
11.4802	0.0743901	-0.0978037	0.569016	
11.4902	0.070415	-0.0975444	0.563329	
11.5002	0.0666144	-0.0958532	0.557363	
11.5102	0.0628947	-0.0926712	0.551472	
11.5202	0.0594698	-0.0877916	0.545799	
11.5302	0.0564295	-0.0811845	0.540394	
