0.76	0.181941	0.24579	0.00514268	
0.77	0.184987	0.244458	0.00564842	
0.78	0.187572	0.244149	0.0056753	
0.79	0.189689	0.244676	0.00555396	
0.8	0.191373	0.245099	0.0054831	
0.81	0.192859	0.245955	0.0053839	
0.82	0.194634	0.24675	0.00556456	
0.83	0.196441	0.247447	0.00574555	
0.84	0.198233	0.248079	0.00589467	
0.85	0.199999	0.248661	0.00600413	
0.86	0.201736	0.2492	0.0060648	
0.87	0.203468	0.249711	0.00612114	
0.88	0.205144	0.250265	0.00620376	
0.89	0.206742	0.250951	0.00634222	
0.9	0.208355	0.251286	0.00660078	
0.91	0.209923	0.251448	0.00687674	
0.92	0.211449	0.250994	0.00731353	
0.93	0.213125	0.250708	0.00756503	
0.94	0.214912	0.250062	0.00796261	
0.95	0.216465	0.248347	0.00861499	
0.96	0.217744	0.245586	0.00951955	
0.97	0.219539	0.24355	0.00978799	
0.98	0.220915	0.243005	0.0101629	
0.99	0.221245	0.243446	0.0110822	
1	0.221768	0.244383	0.011636	
1.01	0.223431	0.245896	0.0120162	
1.02	0.225107	0.246197	0.0123337	
1.03	0.226448	0.246124	0.0129816	
1.04	0.227318	0.246355	0.0139713	
1.05	0.229525	0.248604	0.0132012	
1.06	0.231924	0.250212	0.0123425	
1.07	0.234187	0.251074	0.0119068	
1.08	0.236204	0.251828	0.0119475	
1.09	0.238113	0.251969	0.0121942	
1.1	0.239944	0.251753	0.0125637	
1.11	0.241742	0.251324	0.0129913	
1.12	0.243511	0.250748	0.0134495	
1.13	0.245247	0.250066	0.0139196	
1.14	0.246819	0.249834	0.0142493	
1.15	0.248431	0.249738	0.0143991	
1.16	0.250106	0.249625	0.0145318	
1.17	0.251855	0.249495	0.0146538	
1.18	0.253684	0.249369	0.0147627	
1.19	0.255584	0.249268	0.0148693	
1.2	0.257554	0.249184	0.0149743	
1.21	0.259592	0.249169	0.0150593	
1.22	0.261673	0.249256	0.0151424	
1.23	0.263776	0.24935	0.0152041	
1.24	0.26591	0.249457	0.0152435	
1.25	0.268068	0.249586	0.0152578	
1.26	0.270249	0.249739	0.0152465	
1.27	0.272447	0.249916	0.0152102	
1.28	0.274656	0.250129	0.015143	
1.29	0.276872	0.250372	0.0150476	
1.3	0.279089	0.250642	0.0149246	
1.31	0.281306	0.250943	0.0147735	
1.32	0.283531	0.251226	0.0146168	
1.33	0.285767	0.25153	0.0144375	
1.34	0.288006	0.25187	0.0142279	
1.35	0.290231	0.252255	0.0139825	
1.36	0.292438	0.252695	0.0136973	
1.37	0.294623	0.253194	0.0133706	
1.38	0.296772	0.253748	0.0130028	
1.39	0.298889	0.254362	0.0125931	
1.4	0.300984	0.254676	0.0121669	
1.41	0.303178	0.255128	0.011804	
1.42	0.305331	0.255753	0.0113609	
1.43	0.307408	0.256333	0.0108068	
1.44	0.309489	0.25645	0.010305	
1.45	0.31169	0.256366	0.00990246	
1.46	0.314095	0.256367	0.00967632	
1.47	0.316557	0.256425	0.00943223	
1.48	0.319033	0.256498	0.00917539	
1.49	0.32145	0.256275	0.00878896	
1.5	0.324036	0.255804	0.00866577	
1.51	0.326794	0.255331	0.0086256	
1.52	0.329664	0.254872	0.00859058	
1.53	0.332604	0.254415	0.0085613	
1.54	0.335542	0.253931	0.00853965	
1.55	0.338477	0.253404	0.00853234	
1.56	0.341414	0.252811	0.00854628	
1.57	0.344366	0.252141	0.00858695	
1.58	0.347337	0.251377	0.00866001	
1.59	0.350331	0.250499	0.00877206	
1.6	0.353356	0.249489	0.00892897	
1.61	0.356415	0.248329	0.00913605	
1.62	0.359513	0.247022	0.00938799	
1.63	0.362652	0.245525	0.00970315	
1.64	0.365844	0.243783	0.010098	
1.65	0.36908	0.2418	0.0105587	
1.66	0.372356	0.239586	0.0110923	
1.67	0.375669	0.237114	0.0116968	
1.68	0.379019	0.234374	0.0123711	
1.69	0.381211	0.234679	0.0124743	
1.7	0.382864	0.235656	0.0125366	
1.71	0.38423	0.236493	0.012602	
1.72	0.385358	0.236919	0.0126705	
1.73	0.386357	0.236803	0.0128046	
1.74	0.386952	0.237505	0.0129936	
1.75	0.38764	0.23805	0.0132534	
1.76	0.388532	0.238832	0.0133412	
1.77	0.389893	0.239796	0.0132332	
1.78	0.391551	0.240426	0.0131995	
1.79	0.393499	0.240704	0.0132286	
1.8	0.395651	0.240583	0.0133747	
1.81	0.397924	0.240001	0.0136679	
1.82	0.4001	0.239691	0.0139202	
1.83	0.402035	0.239851	0.0140437	
1.84	0.403947	0.23999	0.0141666	
1.85	0.405826	0.240123	0.0142544	
1.86	0.407676	0.240257	0.0143339	
1.87	0.409515	0.240389	0.0143975	
1.88	0.411335	0.240522	0.0144471	
1.89	0.413142	0.240656	0.0144849	
1.9	0.414933	0.240796	0.0145062	
1.91	0.416704	0.240942	0.0145124	
1.92	0.418476	0.241027	0.0145315	
1.93	0.420191	0.24121	0.0145278	
